14012 0.0  ASP --> ing
2 0.0  NN --> operation
2 0.0  NN --> opinion
2 0.0  NN --> opposite
2 0.0  NN --> out
2 0.0  NN --> outdoors
2 0.0  NN --> pack
2 0.0  NN --> painter
2 0.0  NN --> palm
2 0.0  NN --> panties
2 0.0  NN --> parsley
2 0.0  NN --> pastina
2 0.0  NN --> patch
2 0.0  NN --> patient
2 0.0  NN --> pearl
2 0.0  NN --> peas
2 0.0  NN --> peck
2 0.0  NN --> pee
2 0.0  NN --> pelican
2 0.0  NN --> permission
2 0.0  NN --> phrase
2 0.0  NN --> pilaf
2 0.0  NN --> placemat
2 0.0  NN --> pleasure
2 0.0  NN --> plunger
2 0.0  NN --> pod
2 0.0  NN --> polka
2 0.0  NN --> polliwogs
2 0.0  NN --> poo
2 0.0  NN --> pooh
2 0.0  NN --> popper
2 0.0  NN --> popple
2 0.0  NN --> position
2 0.0  NN --> postcard
2 0.0  NN --> poster
2 0.0  NN --> power
2 0.0  NN --> powerball
2 0.0  NN --> president
2 0.0  NN --> press
2 0.0  NN --> pretend
2 0.0  NN --> print
2 0.0  NN --> process
2 0.0  NN --> proof
2 0.0  NN --> pussy
2 0.0  NN --> radiator
2 0.0  NN --> rambler
2 0.0  NN --> rat
2 0.0  NN --> repair
2 0.0  NN --> request
2 0.0  NN --> rewind
2 0.0  NN --> riddle
2 0.0  NN --> rides
2 0.0  NN --> rouge
2 0.0  NN --> round
2 0.0  NN --> ruff
2 0.0  NN --> rummage
2 0.0  NN --> salami
2 0.0  NN --> scissors
2 0.0  NN --> scoop
2 0.0  NN --> score
2 0.0  NN --> scrap
2 0.0  NN --> scraper
2 0.0  NN --> scream
2 0.0  NN --> seagull
2 0.0  NN --> seashore
2 0.0  NN --> seatbelt
2 0.0  NN --> sergeant
2 0.0  NN --> seventeen
2 0.0  NN --> shaver
2 0.0  NN --> shift
2 0.0  NN --> short
2 0.0  NN --> sight
2 0.0  NN --> singer
2 0.0  NN --> slang
2 0.0  NN --> sleepyhead
2 0.0  NN --> slob
2 0.0  NN --> smartypants
2 0.0  NN --> smiler
2 0.0  NN --> smokestack
2 0.0  NN --> snort
2 0.0  NN --> soakie
2 0.0  NN --> somem
2 0.0  NN --> somewhere
2 0.0  NN --> souvenir
2 0.0  NN --> span
2 0.0  NN --> sparkler
2 0.0  NN --> special
2 0.0  NN --> spice
2 0.0  NN --> spin
2 0.0  NN --> splash
2 0.0  NN --> starfish
2 0.0  NN --> states
2 0.0  NN --> steam
2 0.0  NN --> stock
2 0.0  NN --> stocking
2 0.0  NN --> streamer
2 0.0  NN --> stub
2 0.0  NN --> submarine
2 0.0  NN --> suck
2 0.0  NN --> sudden
2 0.0  NN --> sugarbabie
2 0.0  NN --> sumpin
2 0.0  NN --> sunshine
2 0.0  NN --> suntan
2 0.0  NN --> supply
2 0.0  NN --> swarm
2 0.0  NN --> sweat
2 0.0  NN --> sweeper
2 0.0  NN --> sweet
2 0.0  NN --> syllable
2 0.0  NN --> t
2 0.0  NN --> talent
2 0.0  NN --> tantrum
2 0.0  NN --> teacup
2 0.0  NN --> tease
2 0.0  NN --> tennis
2 0.0  NN --> teriyaki
2 0.0  NN --> the
2 0.0  NN --> throw
2 0.0  NN --> tic_tac_toe
2 0.0  NN --> ticktock
2 0.0  NN --> tide
2 0.0  NN --> tinker
2 0.0  NN --> toastie
2 0.0  NN --> tock
2 0.0  NN --> tortoise
2 0.0  NN --> touch
2 0.0  NN --> trauma
2 0.0  NN --> trench
2 0.0  NN --> trombone
2 0.0  NN --> trooper
2 0.0  NN --> troublemaker
2 0.0  NN --> tuna
2 0.0  NN --> twinkle
2 0.0  NN --> type
2 0.0  NN --> typewriter
2 0.0  NN --> vaccination
2 0.0  NN --> vanity
2 0.0  NN --> velvet
2 0.0  NN --> vine
2 0.0  NN --> weathervane
2 0.0  NN --> weight
2 0.0  NN --> whatever
2 0.0  NN --> wiener
2 0.0  NN --> windmill
2 0.0  NN --> wish
2 0.0  NN --> worker
2 0.0  NN --> yawn
2 0.0  NN --> zoom
1 0.0  NN --> ace
1 0.0  NN --> acorn
1 0.0  NN --> act
1 0.0  NN --> action
1 0.0  NN --> acupine
1 0.0  NN --> addition
1 0.0  NN --> admirer
1 0.0  NN --> adventurer
1 0.0  NN --> affection
1 0.0  NN --> aid
1 0.0  NN --> al
1 0.0  NN --> album
1 0.0  NN --> allomorph
1 0.0  NN --> alls
1 0.0  NN --> alright
1 0.0  NN --> amoebas
1 0.0  NN --> amount
1 0.0  NN --> animals
1 0.0  NN --> ankle
1 0.0  NN --> anniversary
1 0.0  NN --> anteater
1 0.0  NN --> anytime
1 0.0  NN --> appendicitis
1 0.0  NN --> appetite
1 0.0  NN --> arc
1 0.0  NN --> arcade
1 0.0  NN --> armie
1 0.0  NN --> armpit
1 0.0  NN --> article
1 0.0  NN --> aspect
1 0.0  NN --> ass
1 0.0  NN --> assistant
1 0.0  NN --> athlete
1 0.0  NN --> atlas
1 0.0  NN --> audio
1 0.0  NN --> automobile
1 0.0  NN --> axle
1 0.0  NN --> ba
1 0.0  NN --> baba
1 0.0  NN --> babas
1 0.0  NN --> babe
1 0.0  NN --> baboon
1 0.0  NN --> babyfood
1 0.0  NN --> bachelor
1 0.0  NN --> background
1 0.0  NN --> backspace
1 0.0  NN --> badminton
1 0.0  NN --> baggage
1 0.0  NN --> baggy
1 0.0  NN --> bahbahs
1 0.0  NN --> bakery
1 0.0  NN --> balcony
1 0.0  NN --> ballie
1 0.0  NN --> ballpark
1 0.0  NN --> bamboo
1 0.0  NN --> banister
1 0.0  NN --> banjos
1 0.0  NN --> banter
1 0.0  NN --> barbie
1 0.0  NN --> barefoot
1 0.0  NN --> barley
1 0.0  NN --> barroom
1 0.0  NN --> bars
1 0.0  NN --> baster
1 0.0  NN --> batch
1 0.0  NN --> battle
1 0.0  NN --> beads
1 0.0  NN --> beanbag
1 0.0  NN --> beatle
1 0.0  NN --> beet
1 0.0  NN --> behavior
1 0.0  NN --> being
1 0.0  NN --> bench
1 0.0  NN --> best
1 0.0  NN --> bible
1 0.0  NN --> bingo
1 0.0  NN --> birdhouse
1 0.0  NN --> birdy
1 0.0  NN --> birth
1 0.0  NN --> bitch
1 0.0  NN --> bites
1 0.0  NN --> bitsy
1 0.0  NN --> bl
1 0.0  NN --> blackberry
1 0.0  NN --> blacksmith
1 0.0  NN --> bleed
1 0.0  NN --> blocks
1 0.0  NN --> blonde
1 0.0  NN --> blondies
1 0.0  NN --> blow
1 0.0  NN --> blower
1 0.0  NN --> boar
1 0.0  NN --> bobo
1 0.0  NN --> boiler
1 0.0  NN --> bologna
1 0.0  NN --> bolt
1 0.0  NN --> bonus
1 0.0  NN --> booboo
1 0.0  NN --> booster
1 0.0  NN --> bootie
1 0.0  NN --> booze
1 0.0  NN --> boxer
1 0.0  NN --> boxful
1 0.0  NN --> boyoy
1 0.0  NN --> brandy
1 0.0  NN --> bravo
1 0.0  NN --> breakdown
1 0.0  NN --> brew
1 0.0  NN --> brontiasaurus
1 0.0  NN --> bronze
1 0.0  NN --> bubblegum
1 0.0  NN --> bubbles
1 0.0  NN --> budget
1 0.0  NN --> buggy
1 0.0  NN --> bully
1 0.0  NN --> bumblebee
1 0.0  NN --> bunche
1 0.0  NN --> bunkhouse
1 0.0  NN --> buoy
1 0.0  NN --> bureaus
1 0.0  NN --> burger
1 0.0  NN --> buttercup
1 0.0  NN --> butterfinger
1 0.0  NN --> butthead
1 0.0  NN --> buy
1 0.0  NN --> caca
1 0.0  NN --> cactus
1 0.0  NN --> cadet
1 0.0  NN --> cafeteria
1 0.0  NN --> callaloo
1 0.0  NN --> camomille
1 0.0  NN --> candycanes
1 0.0  NN --> canoe
1 0.0  NN --> cards
1 0.0  NN --> carnation
1 0.0  NN --> carols
1 0.0  NN --> carrots
1 0.0  NN --> cassette
1 0.0  NN --> catastrophe
1 0.0  NN --> category
1 0.0  NN --> catnap
1 0.0  NN --> catsup
1 0.0  NN --> cellophane
1 0.0  NN --> center
1 0.0  NN --> centipede
1 0.0  NN --> chacha
1 0.0  NN --> chalkboard
1 0.0  NN --> challenge
1 0.0  NN --> champagne
1 0.0  NN --> chaos
1 0.0  NN --> chapstick
1 0.0  NN --> charade
1 0.0  NN --> charm
1 0.0  NN --> chaser
1 0.0  NN --> checkup
1 0.0  NN --> cheer
1 0.0  NN --> cherries
1 0.0  NN --> chew
1 0.0  NN --> chewer
1 0.0  NN --> chicky
1 0.0  NN --> chimp
1 0.0  NN --> chipmunk
1 0.0  NN --> chisel
1 0.0  NN --> christmas_tree
1 0.0  NN --> chubby
1 0.0  NN --> chubbywub
1 0.0  NN --> chute
1 0.0  NN --> cider
1 0.0  NN --> cigar
1 0.0  NN --> circulation
1 0.0  NN --> clarinet
1 0.0  NN --> classroom
1 0.0  NN --> climber
1 0.0  NN --> clinic
1 0.0  NN --> clue
1 0.0  NN --> cockaloos
1 0.0  NN --> code
1 0.0  NN --> comedy
1 0.0  NN --> comicbooks
1 0.0  NN --> comicstrip
1 0.0  NN --> comma
1 0.0  NN --> compact
1 0.0  NN --> con
1 0.0  NN --> concentration
1 0.0  NN --> concrete
1 0.0  NN --> condiment
1 0.0  NN --> conditioner
1 0.0  NN --> condolence
1 0.0  NN --> confrontation
1 0.0  NN --> connection
1 0.0  NN --> constipation
1 0.0  NN --> control
1 0.0  NN --> conversationalist
1 0.0  NN --> convertible
1 0.0  NN --> cooler
1 0.0  NN --> coop
1 0.0  NN --> corduroy
1 0.0  NN --> core
1 0.0  NN --> cornflake
1 0.0  NN --> cost
1 0.0  NN --> count
1 0.0  NN --> courage
1 0.0  NN --> coyote
1 0.0  NN --> crack
1 0.0  NN --> cramp
1 0.0  NN --> cranapple
1 0.0  NN --> crate
1 0.0  NN --> creamer
1 0.0  NN --> creek
1 0.0  NN --> cribs
1 0.0  NN --> crisis
1 0.0  NN --> crook
1 0.0  NN --> crossbone
1 0.0  NN --> crust
1 0.0  NN --> crybaby
1 0.0  NN --> cuddle
1 0.0  NN --> cuddly
1 0.0  NN --> cutest
1 0.0  NN --> cutiepatut
1 0.0  NN --> cutting
1 0.0  NN --> dab
1 0.0  NN --> darkness
1 0.0  NN --> darling
1 0.0  NN --> darts
1 0.0  NN --> dead
1 0.0  NN --> decorator
1 0.0  NN --> deduction
1 0.0  NN --> dell
1 0.0  NN --> demon
1 0.0  NN --> dere
1 0.0  NN --> description
1 0.0  NN --> detective
1 0.0  NN --> detector
1 0.0  NN --> diandra
1 0.0  NN --> dice
1 0.0  NN --> difficulty
1 0.0  NN --> dinnertime
1 0.0  NN --> dip
1 0.0  NN --> dippy
1 0.0  NN --> disappointment
1 0.0  NN --> disarray
1 0.0  NN --> disbelief
1 0.0  NN --> discussion
1 0.0  NN --> disguise
1 0.0  NN --> dishpan
1 0.0  NN --> disk
1 0.0  NN --> disposal
1 0.0  NN --> distinction
1 0.0  NN --> dither
1 0.0  NN --> doghouse
1 0.0  NN --> doily
1 0.0  NN --> dollhouse
1 0.0  NN --> dollies
1 0.0  NN --> domino
1 0.0  NN --> doorstep
1 0.0  NN --> doubt
1 0.0  NN --> draw
1 0.0  NN --> drawing
1 0.0  NN --> drip
1 0.0  NN --> drool
1 0.0  NN --> dry
1 0.0  NN --> dumptruck
1 0.0  NN --> dune
1 0.0  NN --> dungaree
1 0.0  NN --> dungarees
1 0.0  NN --> dungeon
1 0.0  NN --> dwarf
1 0.0  NN --> eardrum
1 0.0  NN --> earphone
1 0.0  NN --> earplug
1 0.0  NN --> easel
1 0.0  NN --> east
1 0.0  NN --> economic
1 0.0  NN --> editor
1 0.0  NN --> eel
1 0.0  NN --> effort
1 0.0  NN --> eight
1 0.0  NN --> eighth
1 0.0  NN --> electrician
1 0.0  NN --> eleven
1 0.0  NN --> empty
1 0.0  NN --> engineer
1 0.0  NN --> enjoyment
1 0.0  NN --> enthusiasm
1 0.0  NN --> entrance
1 0.0  NN --> ephalent
1 0.0  NN --> ermine
1 0.0  NN --> event
1 0.0  NN --> everyday
1 0.0  NN --> evidence
1 0.0  NN --> example
1 0.0  NN --> excitement
1 0.0  NN --> exclusiveness
1 0.0  NN --> exclusivity
1 0.0  NN --> exerciser
1 0.0  NN --> exhaustion
1 0.0  NN --> experiment
1 0.0  NN --> expert
1 0.0  NN --> express
1 0.0  NN --> eyeball
1 0.0  NN --> eyelash
1 0.0  NN --> fail
1 0.0  NN --> fake
1 0.0  NN --> faker
1 0.0  NN --> fakerface
1 0.0  NN --> fanny
1 0.0  NN --> farmhouse
1 0.0  NN --> farmyard
1 0.0  NN --> fart
1 0.0  NN --> fast
1 0.0  NN --> feast
1 0.0  NN --> february
1 0.0  NN --> feedback
1 0.0  NN --> feeder
1 0.0  NN --> feel
1 0.0  NN --> festival
1 0.0  NN --> filter
1 0.0  NN --> filth
1 0.0  NN --> filthy
1 0.0  NN --> fingerpaint
1 0.0  NN --> fire_works
1 0.0  NN --> firefighter
1 0.0  NN --> firewood
1 0.0  NN --> fishbowl
1 0.0  NN --> fisherman
1 0.0  NN --> fishhead
1 0.0  NN --> fishies
1 0.0  NN --> fix
1 0.0  NN --> fizz
1 0.0  NN --> fizzies
1 0.0  NN --> flash
1 0.0  NN --> flea
1 0.0  NN --> flicker
1 0.0  NN --> flight
1 0.0  NN --> flintstone
1 0.0  NN --> flipflop
1 0.0  NN --> flipper
1 0.0  NN --> flood
1 0.0  NN --> floppy
1 0.0  NN --> floret
1 0.0  NN --> floss
1 0.0  NN --> fluid
1 0.0  NN --> flute
1 0.0  NN --> flypaper
1 0.0  NN --> flyswatter
1 0.0  NN --> fool
1 0.0  NN --> foothill
1 0.0  NN --> footprint
1 0.0  NN --> footstool
1 0.0  NN --> footwear
1 0.0  NN --> forklift
1 0.0  NN --> fort
1 0.0  NN --> fountain
1 0.0  NN --> franks
1 0.0  NN --> freeway
1 0.0  NN --> freeze
1 0.0  NN --> frigidaire
1 0.0  NN --> frill
1 0.0  NN --> fringe
1 0.0  NN --> frisbee
1 0.0  NN --> froggy
1 0.0  NN --> fruit_loop
1 0.0  NN --> fudgsicle
1 0.0  NN --> fundy
1 0.0  NN --> funeral
1 0.0  NN --> furnace
1 0.0  NN --> fuss
1 0.0  NN --> future
1 0.0  NN --> fuzzy
1 0.0  NN --> gal
1 0.0  NN --> gallery
1 0.0  NN --> gallon
1 0.0  NN --> gambler
1 0.0  NN --> gap
1 0.0  NN --> gazebo
1 0.0  NN --> gear
1 0.0  NN --> genius
1 0.0  NN --> gentleman
1 0.0  NN --> gentleness
1 0.0  NN --> geranium
1 0.0  NN --> gesture
1 0.0  NN --> ghostbuster
1 0.0  NN --> gigolo
1 0.0  NN --> girls
1 0.0  NN --> giver
1 0.0  NN --> glamour
1 0.0  NN --> glider
1 0.0  NN --> go
1 0.0  NN --> godmother
1 0.0  NN --> gondola
1 0.0  NN --> goner
1 0.0  NN --> good_luck_governor
1 0.0  NN --> goodie
1 0.0  NN --> goosey
1 0.0  NN --> gopher
1 0.0  NN --> graduate
1 0.0  NN --> graham
1 0.0  NN --> grampa
1 0.0  NN --> grandaddy
1 0.0  NN --> grandparent
1 0.0  NN --> grasp
1 0.0  NN --> grave
1 0.0  NN --> greenery
1 0.0  NN --> gremlin
1 0.0  NN --> grenade
1 0.0  NN --> grey
1 0.0  NN --> griller
1 0.0  NN --> grizzly
1 0.0  NN --> group
1 0.0  NN --> grumpy
1 0.0  NN --> guest
1 0.0  NN --> gumball
1 0.0  NN --> gut
1 0.0  NN --> gwass
1 0.0  NN --> gymnast
1 0.0  NN --> habit
1 0.0  NN --> hairdresser
1 0.0  NN --> halo
1 0.0  NN --> hampster
1 0.0  NN --> handsome
1 0.0  NN --> handy
1 0.0  NN --> happie
1 0.0  NN --> happy
1 0.0  NN --> hardware
1 0.0  NN --> harvard_square
1 0.0  NN --> health
1 0.0  NN --> hear
1 0.0  NN --> heavens
1 0.0  NN --> helium
1 0.0  NN --> hell
1 0.0  NN --> hellion
1 0.0  NN --> hero
1 0.0  NN --> heron
1 0.0  NN --> hiccoughs
1 0.0  NN --> highway
1 0.0  NN --> hinge
1 0.0  NN --> hobo
1 0.0  NN --> hog
1 0.0  NN --> holiday
1 0.0  NN --> honeybee
1 0.0  NN --> honeybun
1 0.0  NN --> honeydew
1 0.0  NN --> honeymoon
1 0.0  NN --> hoodsie
1 0.0  NN --> hooks
1 0.0  NN --> horseback
1 0.0  NN --> housework
1 0.0  NN --> hugger
1 0.0  NN --> hugging
1 0.0  NN --> hummburger
1 0.0  NN --> humor
1 0.0  NN --> humorus
1 0.0  NN --> hump
1 0.0  NN --> hunt
1 0.0  NN --> hurdle
1 0.0  NN --> hysteric
1 0.0  NN --> ice-cream
1 0.0  NN --> idiot
1 0.0  NN --> ignition
1 0.0  NN --> imp
1 0.0  NN --> impression
1 0.0  NN --> impulse
1 0.0  NN --> infection
1 0.0  NN --> influence
1 0.0  NN --> instance
1 0.0  NN --> insurance
1 0.0  NN --> intelligence
1 0.0  NN --> intention
1 0.0  NN --> interaction
1 0.0  NN --> intermission
1 0.0  NN --> invention
1 0.0  NN --> is
1 0.0  NN --> jack_o_lantern
1 0.0  NN --> jaguar
1 0.0  NN --> jaundice
1 0.0  NN --> jazz
1 0.0  NN --> jerk
1 0.0  NN --> jest
1 0.0  NN --> jewel
1 0.0  NN --> joe
1 0.0  NN --> joseph
1 0.0  NN --> jowl
1 0.0  NN --> juicy
1 0.0  NN --> jumper
1 0.0  NN --> justice
1 0.0  NN --> kerchief
1 0.0  NN --> kicker
1 0.0  NN --> kisses
1 0.0  NN --> kissing
1 0.0  NN --> kissy
1 0.0  NN --> kitties
1 0.0  NN --> knight
1 0.0  NN --> knitting
1 0.0  NN --> knowledge
1 0.0  NN --> kook
1 0.0  NN --> la
1 0.0  NN --> label
1 0.0  NN --> lad
1 0.0  NN --> landscaper
1 0.0  NN --> lapel
1 0.0  NN --> lasagne
1 0.0  NN --> lash
1 0.0  NN --> lasso
1 0.0  NN --> late
1 0.0  NN --> laughter
1 0.0  NN --> law
1 0.0  NN --> leader
1 0.0  NN --> leash
1 0.0  NN --> lens
1 0.0  NN --> lick
1 0.0  NN --> lifetime
1 0.0  NN --> like
1 0.0  NN --> likeness
1 0.0  NN --> lilac
1 0.0  NN --> lilacs
1 0.0  NN --> lime
1 0.0  NN --> limp
1 0.0  NN --> linoleum
1 0.0  NN --> littlest
1 0.0  NN --> llamas
1 0.0  NN --> logic
1 0.0  NN --> looftyloo
1 0.0  NN --> loom
1 0.0  NN --> loop_loop
1 0.0  NN --> loose
1 0.0  NN --> loser
1 0.0  NN --> lottery
1 0.0  NN --> lounge
1 0.0  NN --> lulu
1 0.0  NN --> lunchtime
1 0.0  NN --> lung
1 0.0  NN --> maam
1 0.0  NN --> machines
1 0.0  NN --> madness
1 0.0  NN --> magnadoodle
1 0.0  NN --> mailperson
1 0.0  NN --> mailwoman
1 0.0  NN --> major
1 0.0  NN --> make
1 0.0  NN --> maker
1 0.0  NN --> mallard
1 0.0  NN --> manager
1 0.0  NN --> manger
1 0.0  NN --> march
1 0.0  NN --> marmar
1 0.0  NN --> massage
1 0.0  NN --> mast
1 0.0  NN --> meadow
1 0.0  NN --> meadowlark
1 0.0  NN --> meatloaf
1 0.0  NN --> member
1 0.0  NN --> meringue
1 0.0  NN --> merry
1 0.0  NN --> mesh
1 0.0  NN --> mic
1 0.0  NN --> midnight
1 0.0  NN --> mime
1 0.0  NN --> miner
1 0.0  NN --> minnows
1 0.0  NN --> mint
1 0.0  NN --> misadventure
1 0.0  NN --> mm
1 0.0  NN --> mob
1 0.0  NN --> mode
1 0.0  NN --> modesty
1 0.0  NN --> molar
1 0.0  NN --> mole
1 0.0  NN --> momentum
1 0.0  NN --> monitor
1 0.0  NN --> moo
1 0.0  NN --> morse
1 0.0  NN --> motorscooter
1 0.0  NN --> moustache
1 0.0  NN --> mower
1 0.0  NN --> muffler
1 0.0  NN --> murder
1 0.0  NN --> mushy
1 0.0  NN --> mystery
1 0.0  NN --> nakedness
1 0.0  NN --> nannie
1 0.0  NN --> naptime
1 0.0  NN --> navigator
1 0.0  NN --> nectar
1 0.0  NN --> need
1 0.0  NN --> negative
1 0.0  NN --> neighbor
1 0.0  NN --> newscast
1 0.0  NN --> nightshirt
1 0.0  NN --> nineteen
1 0.0  NN --> nion
1 0.0  NN --> nod
1 0.0  NN --> noggin
1 0.0  NN --> noises
1 0.0  NN --> nookie
1 0.0  NN --> noontime
1 0.0  NN --> notice
1 0.0  NN --> nourishment
1 0.0  NN --> novel
1 0.0  NN --> nowhere
1 0.0  NN --> nudist
1 0.0  NN --> nuisance
1 0.0  NN --> nuttin
1 0.0  NN --> o'clock
1 0.0  NN --> oak
1 0.0  NN --> oats
1 0.0  NN --> oboe
1 0.0  NN --> observer
1 0.0  NN --> octagon
1 0.0  NN --> offense
1 0.0  NN --> ol
1 0.0  NN --> once
1 0.0  NN --> onesie
1 0.0  NN --> onesway
1 0.0  NN --> oop
1 0.0  NN --> opera
1 0.0  NN --> opossum
1 0.0  NN --> orchid
1 0.0  NN --> organ
1 0.0  NN --> ounce
1 0.0  NN --> outfits
1 0.0  NN --> outline
1 0.0  NN --> overalle
1 0.0  NN --> owner
1 0.0  NN --> paintbrush
1 0.0  NN --> painting
1 0.0  NN --> pajammie
1 0.0  NN --> pale
1 0.0  NN --> pancakes
1 0.0  NN --> panic
1 0.0  NN --> pant
1 0.0  NN --> par
1 0.0  NN --> parachute
1 0.0  NN --> parer
1 0.0  NN --> parka
1 0.0  NN --> parmesan
1 0.0  NN --> passive
1 0.0  NN --> path
1 0.0  NN --> patience
1 0.0  NN --> patrol
1 0.0  NN --> pattern
1 0.0  NN --> peek
1 0.0  NN --> peetzeela
1 0.0  NN --> penis
1 0.0  NN --> pentagon
1 0.0  NN --> pep
1 0.0  NN --> perspective
1 0.0  NN --> petal
1 0.0  NN --> phd
1 0.0  NN --> phony
1 0.0  NN --> piccalilli
1 0.0  NN --> picking
1 0.0  NN --> pickup
1 0.0  NN --> piggybank
1 0.0  NN --> pigletta
1 0.0  NN --> pigtails
1 0.0  NN --> pimple
1 0.0  NN --> pinafore
1 0.0  NN --> pinata
1 0.0  NN --> pinkie
1 0.0  NN --> pinky^rose
1 0.0  NN --> pirate
1 0.0  NN --> pistol
1 0.0  NN --> pit
1 0.0  NN --> pitch
1 0.0  NN --> plantation
1 0.0  NN --> planter
1 0.0  NN --> playday
1 0.0  NN --> playdough
1 0.0  NN --> plaything
1 0.0  NN --> pledge
1 0.0  NN --> plier
1 0.0  NN --> plop
1 0.0  NN --> plugger
1 0.0  NN --> plunge
1 0.0  NN --> pluralization
1 0.0  NN --> plus
1 0.0  NN --> pneumonia
1 0.0  NN --> pogo
1 0.0  NN --> pointer
1 0.0  NN --> poise
1 0.0  NN --> poison
1 0.0  NN --> poke
1 0.0  NN --> polar
1 0.0  NN --> politician
1 0.0  NN --> poo_poo
1 0.0  NN --> pookie
1 0.0  NN --> pooty
1 0.0  NN --> pops
1 0.0  NN --> porcelain
1 0.0  NN --> porcupines
1 0.0  NN --> porridge
1 0.0  NN --> portrait
1 0.0  NN --> postman
1 0.0  NN --> posy
1 0.0  NN --> poultry
1 0.0  NN --> pourer
1 0.0  NN --> pout
1 0.0  NN --> powderpuff
1 0.0  NN --> prayer
1 0.0  NN --> prediction
1 0.0  NN --> preschooler
1 0.0  NN --> price
1 0.0  NN --> prickle
1 0.0  NN --> pride
1 0.0  NN --> prince
1 0.0  NN --> principal
1 0.0  NN --> principle
1 0.0  NN --> prisoner
1 0.0  NN --> product
1 0.0  NN --> production
1 0.0  NN --> psychology
1 0.0  NN --> pterodactyl
1 0.0  NN --> publication
1 0.0  NN --> pull
1 0.0  NN --> puncher
1 0.0  NN --> punk
1 0.0  NN --> pup
1 0.0  NN --> pusher
1 0.0  NN --> puss
1 0.0  NN --> pyramid
1 0.0  NN --> quail
1 0.0  NN --> quiet
1 0.0  NN --> quieter
1 0.0  NN --> quilt
1 0.0  NN --> quiz
1 0.0  NN --> r
1 0.0  NN --> racer
1 0.0  NN --> rail
1 0.0  NN --> railway
1 0.0  NN --> raincloud
1 0.0  NN --> rally
1 0.0  NN --> ranch
1 0.0  NN --> range
1 0.0  NN --> rattlesnake
1 0.0  NN --> raven
1 0.0  NN --> reach
1 0.0  NN --> reaction
1 0.0  NN --> reception
1 0.0  NN --> recharge
1 0.0  NN --> recipe
1 0.0  NN --> recognition
1 0.0  NN --> rein
1 0.0  NN --> rejects
1 0.0  NN --> release
1 0.0  NN --> relish
1 0.0  NN --> remover
1 0.0  NN --> rendition
1 0.0  NN --> repeat
1 0.0  NN --> report
1 0.0  NN --> respite
1 0.0  NN --> responsibility
1 0.0  NN --> result
1 0.0  NN --> ridinghood
1 0.0  NN --> ringmaster
1 0.0  NN --> rip
1 0.0  NN --> roam
1 0.0  NN --> rock_a_bye
1 0.0  NN --> rodeo
1 0.0  NN --> rooftop
1 0.0  NN --> rootbeer
1 0.0  NN --> rosebud
1 0.0  NN --> rowboat
1 0.0  NN --> rubbage
1 0.0  NN --> rudder
1 0.0  NN --> ruler
1 0.0  NN --> rush
1 0.0  NN --> sack
1 0.0  NN --> sacrament
1 0.0  NN --> sailboats
1 0.0  NN --> salesman
1 0.0  NN --> salon
1 0.0  NN --> sample
1 0.0  NN --> sandy
1 0.0  NN --> sardines
1 0.0  NN --> satin
1 0.0  NN --> saver
1 0.0  NN --> scale
1 0.0  NN --> scar
1 0.0  NN --> schoolhouse
1 0.0  NN --> schoolyard
1 0.0  NN --> scoot
1 0.0  NN --> scootie
1 0.0  NN --> scorpion
1 0.0  NN --> scotty
1 0.0  NN --> scratcher
1 0.0  NN --> seafood
1 0.0  NN --> secretary
1 0.0  NN --> security
1 0.0  NN --> selection
1 0.0  NN --> series
1 0.0  NN --> session
1 0.0  NN --> seventeenth
1 0.0  NN --> seventh
1 0.0  NN --> sewer
1 0.0  NN --> shake
1 0.0  NN --> shaving
1 0.0  NN --> shear
1 0.0  NN --> shed
1 0.0  NN --> shepherd
1 0.0  NN --> sherbet
1 0.0  NN --> sheriff
1 0.0  NN --> shine
1 0.0  NN --> shiner
1 0.0  NN --> shirtie
1 0.0  NN --> shlubble
1 0.0  NN --> shoey
1 0.0  NN --> shore
1 0.0  NN --> shortsleever
1 0.0  NN --> shred
1 0.0  NN --> shrub
1 0.0  NN --> shutter
1 0.0  NN --> sick
1 0.0  NN --> sickness
1 0.0  NN --> sifter
1 0.0  NN --> sigh
1 0.0  NN --> silk
1 0.0  NN --> silver
1 0.0  NN --> sis
1 0.0  NN --> sissie
1 0.0  NN --> sisters
1 0.0  NN --> sitter
1 0.0  NN --> situation
1 0.0  NN --> sixpence
1 0.0  NN --> skateboard
1 0.0  NN --> skyline
1 0.0  NN --> slant
1 0.0  NN --> sleepyheady
1 0.0  NN --> slick
1 0.0  NN --> slides
1 0.0  NN --> slit
1 0.0  NN --> sliver
1 0.0  NN --> slot
1 0.0  NN --> slush
1 0.0  NN --> smartie
1 0.0  NN --> smiles
1 0.0  NN --> smoothie
1 0.0  NN --> snakes
1 0.0  NN --> snapper
1 0.0  NN --> snaps
1 0.0  NN --> sneak
1 0.0  NN --> sneezie
1 0.0  NN --> sniffle
1 0.0  NN --> snowball
1 0.0  NN --> snowmen
1 0.0  NN --> snuggle
1 0.0  NN --> softball
1 0.0  NN --> solo
1 0.0  NN --> someday
1 0.0  NN --> sophomore
1 0.0  NN --> south
1 0.0  NN --> spaniel
1 0.0  NN --> spanking
1 0.0  NN --> spare
1 0.0  NN --> sparrow
1 0.0  NN --> speaker
1 0.0  NN --> spike
1 0.0  NN --> spill
1 0.0  NN --> spine
1 0.0  NN --> spit
1 0.0  NN --> spitter
